dataset,framing,learning_rate,batch_size,max_epochs,seed,best_val_accuracy,exp_name,best_iter,current_iter,total_iter,early_stop
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,32,40,704301,0.6724546172059984,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_32_max-epochs_40_seed_704301,1264,2923,3197,True
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,32,40,926357,0.6724546172059984,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_32_max-epochs_40_seed_926357,1264,2923,3197,True
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,32,40,774571,0.6724546172059984,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_32_max-epochs_40_seed_774571,1264,2923,3197,True
winogrande-m-option,MC-SENT-PAIR,1e-05,32,40,704301,0.6724546172059984,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_32_max-epochs_40_seed_704301,1264,2923,3197,True
winogrande-m-option,MC-SENT-PAIR,1e-05,32,40,926357,0.6724546172059984,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_32_max-epochs_40_seed_926357,1264,2923,3197,True
winogrande-m-option,MC-SENT-PAIR,1e-05,32,40,774571,0.6724546172059984,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_32_max-epochs_40_seed_774571,1264,2923,3197,True
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,16,40,442339,0.6582478295185478,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_16_max-epochs_40_seed_442339,3975,6395,6395,False
winogrande-m-option,MC-SENT-PAIR,1e-05,16,40,442339,0.6582478295185478,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_16_max-epochs_40_seed_442339,3975,6395,6395,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,32,40,390613,0.6550907655880032,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_32_max-epochs_40_seed_390613,2923,3197,3197,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,32,40,27777,0.6550907655880032,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_32_max-epochs_40_seed_27777,2923,3197,3197,False
winogrande-m-option,MC-SENT-PAIR,2e-05,32,40,390613,0.6550907655880032,winogrande-m-option_MC-SENT-PAIR_lr_2e-05_bs_32_max-epochs_40_seed_390613,2923,3197,3197,False
winogrande-m-option,MC-SENT-PAIR,2e-05,32,40,27777,0.6550907655880032,winogrande-m-option_MC-SENT-PAIR_lr_2e-05_bs_32_max-epochs_40_seed_27777,2923,3197,3197,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,32,10,655316,0.6527229676400947,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_32_max-epochs_10_seed_655316,790,799,799,False
winogrande-m-option,MC-SENT-PAIR,2e-05,32,10,655316,0.6527229676400947,winogrande-m-option_MC-SENT-PAIR_lr_2e-05_bs_32_max-epochs_10_seed_655316,790,799,799,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,16,20,590738,0.6353591160220995,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_16_max-epochs_20_seed_590738,3180,3197,3197,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,16,20,849299,0.6353591160220995,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_16_max-epochs_20_seed_849299,3180,3197,3197,False
winogrande-m-option,MC-SENT-PAIR,1e-05,16,20,590738,0.6353591160220995,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_16_max-epochs_20_seed_590738,3180,3197,3197,False
winogrande-m-option,MC-SENT-PAIR,1e-05,16,20,849299,0.6353591160220995,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_16_max-epochs_20_seed_849299,3180,3197,3197,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,8,40,284480,0.579321231254933,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_8_max-epochs_40_seed_284480,638,7337,12790,True
winogrande-m-option,MC-SENT-PAIR,3e-05,8,40,284480,0.579321231254933,winogrande-m-option_MC-SENT-PAIR_lr_3e-05_bs_8_max-epochs_40_seed_284480,638,7337,12790,True
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,8,10,458538,0.5438042620363063,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_8_max-epochs_10_seed_458538,957,3197,3197,False
winogrande-m-option,MC-SENT-PAIR,2e-05,8,10,458538,0.5438042620363063,winogrande-m-option_MC-SENT-PAIR_lr_2e-05_bs_8_max-epochs_10_seed_458538,957,3197,3197,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,16,40,432601,0.5406471981057617,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_16_max-epochs_40_seed_432601,3975,6395,6395,False
winogrande-m-option,MC-SENT-PAIR,3e-05,16,40,432601,0.5406471981057617,winogrande-m-option_MC-SENT-PAIR_lr_3e-05_bs_16_max-epochs_40_seed_432601,3975,6395,6395,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,8,40,330458,0.5343330702446725,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_8_max-epochs_40_seed_330458,7656,12790,12790,False
winogrande-m-option,MC-SENT-PAIR,2e-05,8,40,330458,0.5343330702446725,winogrande-m-option_MC-SENT-PAIR_lr_2e-05_bs_8_max-epochs_40_seed_330458,7656,12790,12790,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,64,40,306566,0.5295974743488555,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_64_max-epochs_40_seed_306566,390,1209,1598,True
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,64,40,47016,0.5295974743488555,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_64_max-epochs_40_seed_47016,390,1209,1598,True
winogrande-m-option,MC-SENT-PAIR,3e-05,64,40,306566,0.5295974743488555,winogrande-m-option_MC-SENT-PAIR_lr_3e-05_bs_64_max-epochs_40_seed_306566,390,1209,1598,True
winogrande-m-option,MC-SENT-PAIR,3e-05,64,40,47016,0.5295974743488555,winogrande-m-option_MC-SENT-PAIR_lr_3e-05_bs_64_max-epochs_40_seed_47016,390,1209,1598,True
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,8,10,896302,0.5288082083662194,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_8_max-epochs_10_seed_896302,1595,3197,3197,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,64,40,130308,0.5288082083662194,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_64_max-epochs_40_seed_130308,1482,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,64,40,152680,0.5288082083662194,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_64_max-epochs_40_seed_152680,1482,1598,1598,False
winogrande-m-option,MC-SENT-PAIR,3e-05,8,10,896302,0.5288082083662194,winogrande-m-option_MC-SENT-PAIR_lr_3e-05_bs_8_max-epochs_10_seed_896302,1595,3197,3197,False
winogrande-m-option,MC-SENT-PAIR,1e-05,64,40,130308,0.5288082083662194,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_64_max-epochs_40_seed_130308,1482,1598,1598,False
winogrande-m-option,MC-SENT-PAIR,1e-05,64,40,152680,0.5288082083662194,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_64_max-epochs_40_seed_152680,1482,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,8,40,742840,0.5280189423835833,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_8_max-epochs_40_seed_742840,6061,12760,12790,True
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,8,40,756947,0.5280189423835833,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_8_max-epochs_40_seed_756947,6061,12760,12790,True
winogrande-m-option,MC-SENT-PAIR,1e-05,8,40,742840,0.5280189423835833,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_8_max-epochs_40_seed_742840,6061,12760,12790,True
winogrande-m-option,MC-SENT-PAIR,1e-05,8,40,756947,0.5280189423835833,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_8_max-epochs_40_seed_756947,6061,12760,12790,True
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,64,10,217896,0.5272296764009471,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_64_max-epochs_10_seed_217896,234,399,399,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,64,20,851139,0.5272296764009471,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_64_max-epochs_20_seed_851139,585,799,799,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,64,20,49865,0.5272296764009471,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_64_max-epochs_20_seed_49865,585,799,799,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,64,10,381565,0.5272296764009471,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_64_max-epochs_10_seed_381565,234,399,399,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,64,10,221628,0.5272296764009471,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_64_max-epochs_10_seed_221628,234,399,399,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,64,20,712008,0.5272296764009471,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_64_max-epochs_20_seed_712008,585,799,799,False
winogrande-m-option,MC-SENT-PAIR,1e-05,64,10,217896,0.5272296764009471,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_64_max-epochs_10_seed_217896,234,399,399,False
winogrande-m-option,MC-SENT-PAIR,3e-05,64,20,851139,0.5272296764009471,winogrande-m-option_MC-SENT-PAIR_lr_3e-05_bs_64_max-epochs_20_seed_851139,585,799,799,False
winogrande-m-option,MC-SENT-PAIR,3e-05,64,20,49865,0.5272296764009471,winogrande-m-option_MC-SENT-PAIR_lr_3e-05_bs_64_max-epochs_20_seed_49865,585,799,799,False
winogrande-m-option,MC-SENT-PAIR,1e-05,64,10,381565,0.5272296764009471,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_64_max-epochs_10_seed_381565,234,399,399,False
winogrande-m-option,MC-SENT-PAIR,1e-05,64,10,221628,0.5272296764009471,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_64_max-epochs_10_seed_221628,234,399,399,False
winogrande-m-option,MC-SENT-PAIR,3e-05,64,20,712008,0.5272296764009471,winogrande-m-option_MC-SENT-PAIR_lr_3e-05_bs_64_max-epochs_20_seed_712008,585,799,799,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,64,10,854216,0.526440410418311,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_64_max-epochs_10_seed_854216,117,399,399,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,64,10,835425,0.526440410418311,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_64_max-epochs_10_seed_835425,117,399,399,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,64,10,658484,0.526440410418311,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_64_max-epochs_10_seed_658484,117,399,399,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,64,10,987996,0.526440410418311,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_64_max-epochs_10_seed_987996,117,399,399,False
winogrande-m-option,MC-SENT-PAIR,3e-05,64,10,854216,0.526440410418311,winogrande-m-option_MC-SENT-PAIR_lr_3e-05_bs_64_max-epochs_10_seed_854216,117,399,399,False
winogrande-m-option,MC-SENT-PAIR,3e-05,64,10,835425,0.526440410418311,winogrande-m-option_MC-SENT-PAIR_lr_3e-05_bs_64_max-epochs_10_seed_835425,117,399,399,False
winogrande-m-option,MC-SENT-PAIR,3e-05,64,10,658484,0.526440410418311,winogrande-m-option_MC-SENT-PAIR_lr_3e-05_bs_64_max-epochs_10_seed_658484,117,399,399,False
winogrande-m-option,MC-SENT-PAIR,3e-05,64,10,987996,0.526440410418311,winogrande-m-option_MC-SENT-PAIR_lr_3e-05_bs_64_max-epochs_10_seed_987996,117,399,399,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,16,10,450658,0.5248618784530387,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_16_max-epochs_10_seed_450658,477,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,16,10,259140,0.5248618784530387,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_16_max-epochs_10_seed_259140,477,1598,1598,False
winogrande-m-option,MC-SENT-PAIR,2e-05,16,10,450658,0.5248618784530387,winogrande-m-option_MC-SENT-PAIR_lr_2e-05_bs_16_max-epochs_10_seed_450658,477,1598,1598,False
winogrande-m-option,MC-SENT-PAIR,2e-05,16,10,259140,0.5248618784530387,winogrande-m-option_MC-SENT-PAIR_lr_2e-05_bs_16_max-epochs_10_seed_259140,477,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,16,10,935503,0.5240726124704025,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_16_max-epochs_10_seed_935503,1272,1598,1598,False
winogrande-m-option,MC-SENT-PAIR,1e-05,16,10,935503,0.5240726124704025,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_16_max-epochs_10_seed_935503,1272,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,32,20,371676,0.5232833464877664,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_32_max-epochs_20_seed_371676,948,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,32,20,791495,0.5232833464877664,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_32_max-epochs_20_seed_791495,948,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,32,20,227661,0.5232833464877664,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_32_max-epochs_20_seed_227661,948,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,32,20,884960,0.5232833464877664,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_32_max-epochs_20_seed_884960,948,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,32,20,320742,0.5232833464877664,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_32_max-epochs_20_seed_320742,948,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,32,20,134486,0.5232833464877664,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_32_max-epochs_20_seed_134486,948,1598,1598,False
winogrande-m-option,MC-SENT-PAIR,1e-05,32,20,371676,0.5232833464877664,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_32_max-epochs_20_seed_371676,948,1598,1598,False
winogrande-m-option,MC-SENT-PAIR,1e-05,32,20,791495,0.5232833464877664,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_32_max-epochs_20_seed_791495,948,1598,1598,False
winogrande-m-option,MC-SENT-PAIR,1e-05,32,20,884960,0.5232833464877664,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_32_max-epochs_20_seed_884960,948,1598,1598,False
winogrande-m-option,MC-SENT-PAIR,1e-05,32,20,227661,0.5232833464877664,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_32_max-epochs_20_seed_227661,948,1598,1598,False
winogrande-m-option,MC-SENT-PAIR,1e-05,32,20,320742,0.5232833464877664,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_32_max-epochs_20_seed_320742,948,1598,1598,False
winogrande-m-option,MC-SENT-PAIR,1e-05,32,20,134486,0.5232833464877664,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_32_max-epochs_20_seed_134486,948,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,64,40,383100,0.5224940805051302,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_64_max-epochs_40_seed_383100,156,975,1598,True
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,64,40,628210,0.5224940805051302,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_64_max-epochs_40_seed_628210,156,975,1598,True
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,8,20,929425,0.5224940805051302,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_8_max-epochs_20_seed_929425,957,6395,6395,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,64,40,109711,0.5224940805051302,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_64_max-epochs_40_seed_109711,156,975,1598,True
winogrande-m-option,MC-SENT-PAIR,2e-05,64,40,383100,0.5224940805051302,winogrande-m-option_MC-SENT-PAIR_lr_2e-05_bs_64_max-epochs_40_seed_383100,156,975,1598,True
winogrande-m-option,MC-SENT-PAIR,2e-05,64,40,628210,0.5224940805051302,winogrande-m-option_MC-SENT-PAIR_lr_2e-05_bs_64_max-epochs_40_seed_628210,156,975,1598,True
winogrande-m-option,MC-SENT-PAIR,3e-05,8,20,929425,0.5224940805051302,winogrande-m-option_MC-SENT-PAIR_lr_3e-05_bs_8_max-epochs_20_seed_929425,957,6395,6395,False
winogrande-m-option,MC-SENT-PAIR,2e-05,64,40,109711,0.5224940805051302,winogrande-m-option_MC-SENT-PAIR_lr_2e-05_bs_64_max-epochs_40_seed_109711,156,975,1598,True
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,8,20,105993,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_8_max-epochs_20_seed_105993,957,6395,6395,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,8,20,326976,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_8_max-epochs_20_seed_326976,957,6395,6395,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,8,20,924360,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_8_max-epochs_20_seed_924360,957,6395,6395,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,8,20,562355,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_8_max-epochs_20_seed_562355,957,6395,6395,False
